,title,GoldenGlobes,Nominations_GoldenGlobes,Oscars,Nominations_Oscars
2775,find me guilty,0.0,0.0,0.0,0.0
2776,the perks of being a wallflower,0.0,0.0,0.0,0.0
2777,excessive force,0.0,0.0,0.0,0.0
2778,infamous,0.0,0.0,0.0,0.0
2779,the claim,0.0,0.0,0.0,0.0
2780,the vatican tapes,0.0,0.0,0.0,0.0
2781,attack the block,0.0,0.0,0.0,0.0
2782,in the land of blood and honey,0.0,1.0,0.0,0.0
2783,the call,0.0,0.0,0.0,0.0
2784,operation chromite,0.0,0.0,0.0,0.0
2785,the crocodile hunter collision course,0.0,0.0,0.0,0.0
2786,i love you phillip morris,0.0,0.0,0.0,0.0
2787,quest for fire,0.0,0.0,0.0,0.0
2788,antwone fisher,0.0,0.0,0.0,0.0
2789,the emperors club,0.0,0.0,0.0,0.0
2790,true romance,0.0,0.0,0.0,0.0
2791,womb,0.0,0.0,0.0,0.0
2792,glengarry glen ross,0.0,1.0,0.0,1.0
2793,the killer inside me,0.0,0.0,0.0,0.0
2794,cat people,0.0,2.0,0.0,0.0
2795,sorority row,0.0,0.0,0.0,0.0
2796,the prisoner of zenda,0.0,0.0,0.0,2.0
2797,lars and the real girl,0.0,1.0,0.0,1.0
2798,the boy in the striped pyjamas,0.0,0.0,0.0,0.0
2799,dancer in the dark,0.0,2.0,0.0,1.0
2800,oscar and lucinda,0.0,0.0,0.0,1.0
2801,the funeral,0.0,0.0,0.0,0.0
2802,solitary man,0.0,0.0,0.0,0.0
2803,machete,0.0,0.0,0.0,0.0
2804,casino jack,0.0,1.0,0.0,0.0
2805,the land before time,0.0,0.0,0.0,0.0
2806,tae guk gi the brotherhood of war,0.0,0.0,0.0,0.0
2807,the perfect game,0.0,0.0,0.0,0.0
2808,the exorcist,4.0,7.0,2.0,10.0
2809,jaws,1.0,4.0,3.0,4.0
2810,american pie,0.0,0.0,0.0,0.0
2811,ernest  celestine,0.0,0.0,0.0,0.0
2812,the golden child,0.0,0.0,0.0,0.0
2813,think like a man,0.0,0.0,0.0,0.0
2814,barbershop,0.0,0.0,0.0,0.0
2815,star trek ii the wrath of khan,0.0,0.0,0.0,0.0
2816,ace ventura pet detective,0.0,0.0,0.0,0.0
2817,wargames,0.0,0.0,0.0,3.0
2818,witness,0.0,6.0,2.0,8.0
2819,act of valor,0.0,1.0,0.0,0.0
2820,step up,0.0,0.0,0.0,0.0
2821,beavis and butthead do america,0.0,0.0,0.0,0.0
2822,jackie brown,0.0,2.0,0.0,1.0
2823,harold  kumar escape from guantanamo bay,0.0,0.0,0.0,0.0
2824,chronicle,0.0,0.0,0.0,0.0
2825,yentl,2.0,6.0,1.0,5.0
2826,time bandits,0.0,0.0,0.0,0.0
2827,crossroads,0.0,0.0,0.0,0.0
2828,project x,0.0,0.0,0.0,0.0
2829,patton,1.0,3.0,7.0,10.0
2830,one hour photo,0.0,0.0,0.0,0.0
2831,quarantine,0.0,0.0,0.0,0.0
2832,the eye,0.0,0.0,0.0,0.0
2833,johnson family vacation,0.0,0.0,0.0,0.0
2834,how high,0.0,0.0,0.0,0.0
2835,the muppet christmas carol,0.0,0.0,0.0,0.0
2836,frida,1.0,2.0,2.0,6.0
2837,katy perry part of me,0.0,0.0,0.0,0.0
2838,the fault in our stars,0.0,0.0,0.0,0.0
2839,rounders,0.0,0.0,0.0,0.0
2840,top five,0.0,0.0,0.0,0.0
2841,prophecy,0.0,0.0,0.0,0.0
2842,stir of echoes,0.0,0.0,0.0,0.0
2843,philomena,0.0,3.0,0.0,4.0
2844,the upside of anger,0.0,0.0,0.0,0.0
2845,the boys from brazil,0.0,1.0,0.0,3.0
2846,aquamarine,0.0,0.0,0.0,0.0
2847,paper towns,0.0,0.0,0.0,0.0
2848,my babys daddy,0.0,0.0,0.0,0.0
2849,nebraska,0.0,5.0,0.0,6.0
2850,tales from the crypt demon knight,0.0,0.0,0.0,0.0
2851,max keebles big move,0.0,0.0,0.0,0.0
2852,young adult,0.0,1.0,0.0,0.0
2853,crank,0.0,0.0,0.0,0.0
2854,def jams how to be a player,0.0,0.0,0.0,0.0
2855,living out loud,0.0,0.0,0.0,0.0
2856,just wright,0.0,0.0,0.0,0.0
2857,rachel getting married,0.0,1.0,0.0,1.0
2858,the postman always rings twice,0.0,0.0,0.0,0.0
2859,girl with a pearl earring,0.0,2.0,0.0,3.0
2860,das boot,0.0,1.0,0.0,0.0
2861,sorority boys,0.0,0.0,0.0,0.0
2862,about time,0.0,0.0,0.0,0.0
2863,house of flying daggers,0.0,1.0,0.0,1.0
2864,arbitrage,0.0,1.0,0.0,0.0
2865,project almanac,0.0,0.0,0.0,0.0
2866,cadillac records,0.0,1.0,0.0,0.0
2867,screwed,0.0,0.0,0.0,0.0
2868,fortress,0.0,0.0,0.0,0.0
2869,for your consideration,0.0,0.0,0.0,0.0
2870,celebrity,0.0,0.0,0.0,0.0
2871,running with scissors,0.0,1.0,0.0,0.0
2872,from justin to kelly,0.0,0.0,0.0,0.0
2873,girl 6,0.0,0.0,0.0,0.0
2874,in the cut,0.0,0.0,0.0,0.0
2875,two lovers,0.0,0.0,0.0,0.0
2876,last orders,0.0,0.0,0.0,0.0
2877,the host,0.0,0.0,0.0,0.0
2878,the pursuit of db cooper,0.0,0.0,0.0,0.0
2879,ravenous,0.0,0.0,0.0,0.0
2880,charlie bartlett,0.0,0.0,0.0,0.0
2881,the great beauty,1.0,1.0,1.0,1.0
2882,the dangerous lives of altar boys,0.0,0.0,0.0,0.0
2883,stoker,0.0,0.0,0.0,0.0
2884,2046,0.0,0.0,0.0,0.0
2885,married life,0.0,0.0,0.0,0.0
2886,duma,0.0,0.0,0.0,0.0
2887,ondine,0.0,0.0,0.0,0.0
2888,brother,0.0,0.0,0.0,0.0
2889,welcome to collinwood,0.0,0.0,0.0,0.0
2890,critical care,0.0,0.0,0.0,0.0
2891,the life before her eyes,0.0,0.0,0.0,0.0
2892,darling companion,0.0,0.0,0.0,0.0
2893,trade,0.0,0.0,0.0,0.0
2894,fateless,0.0,0.0,0.0,0.0
2895,breakfast of champions,0.0,0.0,0.0,0.0
2896,a woman a gun and a noodle shop,0.0,0.0,0.0,0.0
2897,cypher,0.0,0.0,0.0,0.0
2898,city of life and death,0.0,0.0,0.0,0.0
2899,legend of a rabbit,0.0,0.0,0.0,0.0
2900,space battleship yamato,0.0,0.0,0.0,0.0
2901,5 days of war,0.0,0.0,0.0,0.0
2902,triangle,0.0,0.0,0.0,0.0
2903,10 days in a madhouse,0.0,0.0,0.0,0.0
2904,heaven is for real,0.0,0.0,0.0,0.0
2905,snatch,0.0,0.0,0.0,0.0
2906,dancin its on,0.0,0.0,0.0,0.0
2907,pet sematary,0.0,0.0,0.0,0.0
2908,madadayo,0.0,0.0,0.0,0.0
2909,the cry of the owl,0.0,0.0,0.0,0.0
2910,a tale of three cities,0.0,0.0,0.0,0.0
2911,gremlins,0.0,0.0,0.0,0.0
2912,star wars,0.0,0.0,6.0,10.0
2913,dirty grandpa,0.0,0.0,0.0,0.0
2914,doctor zhivago,5.0,6.0,5.0,10.0
2915,trash,0.0,0.0,0.0,0.0
2916,high school musical 3 senior year,0.0,0.0,0.0,0.0
2917,the fighter,2.0,6.0,2.0,7.0
2918,jackass number two,0.0,0.0,0.0,0.0
2919,my cousin vinny,0.0,0.0,1.0,1.0
2920,if i stay,0.0,0.0,0.0,0.0
2921,drive hard,0.0,0.0,0.0,0.0
2922,major league,0.0,0.0,0.0,0.0
2923,st trinians,0.0,0.0,0.0,0.0
2924,phone booth,0.0,0.0,0.0,0.0
2925,a walk to remember,0.0,0.0,0.0,0.0
2926,dead man walking,0.0,3.0,1.0,4.0
2927,cruel intentions,0.0,0.0,0.0,0.0
2928,saw vi,0.0,0.0,0.0,0.0
2929,history of the world part i,0.0,0.0,0.0,0.0
2930,the secret life of bees,0.0,0.0,0.0,0.0
2931,corky romano,0.0,0.0,0.0,0.0
2932,raising cain,0.0,0.0,0.0,0.0
2933,fist,0.0,0.0,0.0,0.0
2934,invaders from mars,0.0,0.0,0.0,0.0
2935,brooklyn,0.0,1.0,0.0,3.0
2936,barry lyndon,0.0,2.0,4.0,7.0
2937,out cold,0.0,0.0,0.0,0.0
2938,the ladies man,0.0,0.0,0.0,0.0
2939,quartet,0.0,1.0,0.0,0.0
2940,tomcats,0.0,0.0,0.0,0.0
2941,frailty,0.0,0.0,0.0,0.0
2942,woman in gold,0.0,0.0,0.0,0.0
2943,kinsey,0.0,3.0,0.0,1.0
2944,army of darkness,0.0,0.0,0.0,0.0
2945,slackers,0.0,0.0,0.0,0.0
2946,whats eating gilbert grape,0.0,1.0,0.0,1.0
2947,the visual bible the gospel of john,0.0,0.0,0.0,0.0
2948,vera drake,0.0,1.0,0.0,3.0
2949,the guru,0.0,0.0,0.0,0.0
2950,the perez family,0.0,0.0,0.0,0.0
2951,inside llewyn davis,0.0,3.0,0.0,2.0
2952,o,0.0,0.0,0.0,0.0
2953,return to the blue lagoon,0.0,0.0,0.0,0.0
2954,the molly maguires,0.0,0.0,0.0,1.0
2955,romance  cigarettes,0.0,0.0,0.0,0.0
2956,copying beethoven,0.0,0.0,0.0,0.0
2957,brighton rock,0.0,0.0,0.0,0.0
2958,saw v,0.0,0.0,0.0,0.0
2959,machine gun mccain,0.0,0.0,0.0,0.0
2960,lol,0.0,0.0,0.0,0.0
2961,jindabyne,0.0,0.0,0.0,0.0
2962,kabhi alvida naa kehna,0.0,0.0,0.0,0.0
2963,an ideal husband,0.0,2.0,0.0,0.0
2964,the last days on mars,0.0,0.0,0.0,0.0
2965,darkness,0.0,0.0,0.0,0.0
2966,2001 a space odyssey,0.0,0.0,1.0,4.0
2967,et the extraterrestrial,0.0,0.0,4.0,9.0
2968,in the land of women,0.0,0.0,0.0,0.0
2969,the blue butterfly,0.0,0.0,0.0,0.0
2970,there goes my baby,0.0,0.0,0.0,0.0
2971,housefull,0.0,0.0,0.0,0.0
2972,september dawn,0.0,0.0,0.0,0.0
2973,for greater glory  the true story of cristiada,0.0,0.0,0.0,0.0
2974,the bélier family,0.0,0.0,0.0,0.0
2975,good will hunting,1.0,4.0,2.0,9.0
2976,misconduct,0.0,0.0,0.0,0.0
2977,saw iii,0.0,0.0,0.0,0.0
2978,stripes,0.0,0.0,0.0,0.0
2979,bring it on,0.0,0.0,0.0,0.0
2980,the purge election year,0.0,0.0,0.0,0.0
2981,shes all that,0.0,0.0,0.0,0.0
2982,saw iv,0.0,0.0,0.0,0.0
2983,white noise,0.0,0.0,0.0,0.0
2984,madeas family reunion,0.0,0.0,0.0,0.0
2985,the color of money,0.0,2.0,1.0,4.0
2986,the longest day,1.0,2.0,2.0,5.0
2987,the mighty ducks,0.0,0.0,0.0,0.0
2988,the grudge,0.0,0.0,0.0,0.0
2989,happy gilmore,0.0,0.0,0.0,0.0
2990,jeepers creepers,0.0,0.0,0.0,0.0
2991,bill  teds excellent adventure,0.0,0.0,0.0,0.0
2992,oliver,2.0,6.0,5.0,11.0
2993,the best exotic marigold hotel,0.0,0.0,0.0,0.0
2994,recess schools out,0.0,0.0,0.0,0.0
2995,mad max beyond thunderdome,0.0,1.0,0.0,0.0
2996,commando,0.0,0.0,0.0,0.0
2997,the boy,0.0,0.0,0.0,0.0
2998,devil,0.0,0.0,0.0,0.0
2999,friday after next,0.0,0.0,0.0,0.0
3000,insidious chapter 3,0.0,0.0,0.0,0.0
3001,the last dragon,0.0,0.0,0.0,0.0
3002,the lawnmower man,0.0,0.0,0.0,0.0
3003,nick and norahs infinite playlist,0.0,0.0,0.0,0.0
3004,dogma,0.0,0.0,0.0,0.0
3005,the banger sisters,0.0,1.0,0.0,0.0
3006,twilight zone the movie,0.0,0.0,0.0,0.0
3007,road house,0.0,0.0,0.0,0.0
3008,a low down dirty shame,0.0,0.0,0.0,0.0
3009,swimfan,0.0,0.0,0.0,0.0
3010,employee of the month,0.0,0.0,0.0,0.0
3011,cant hardly wait,0.0,0.0,0.0,0.0
3012,the outsiders,0.0,0.0,0.0,0.0
3013,petes dragon,0.0,0.0,0.0,0.0
3014,the dead zone,0.0,0.0,0.0,0.0
3015,sinister 2,0.0,0.0,0.0,0.0
3016,sparkle,0.0,0.0,0.0,0.0
3017,valentine,0.0,0.0,0.0,0.0
3018,the fourth kind,0.0,0.0,0.0,0.0
3019,a prairie home companion,0.0,0.0,0.0,0.0
3020,sugar hill,0.0,0.0,0.0,0.0
3021,invasion usa,0.0,0.0,0.0,0.0
3022,roll bounce,0.0,0.0,0.0,0.0
3023,rushmore,0.0,1.0,0.0,0.0
3024,skyline,0.0,0.0,0.0,0.0
3025,the second best exotic marigold hotel,0.0,0.0,0.0,0.0
3026,kit kittredge an american girl,0.0,0.0,0.0,0.0
3027,the perfect man,0.0,0.0,0.0,0.0
3028,mo better blues,0.0,0.0,0.0,0.0
3029,kung pow enter the fist,0.0,0.0,0.0,0.0
3030,tremors,0.0,0.0,0.0,0.0
3031,wrong turn,0.0,0.0,0.0,0.0
3032,the long riders,0.0,0.0,0.0,0.0
3033,the corruptor,0.0,0.0,0.0,0.0
3034,mud,0.0,0.0,0.0,0.0
3035,reno 911 miami,0.0,0.0,0.0,0.0
3036,one direction this is us,0.0,0.0,0.0,0.0
3037,the goods live hard sell hard,0.0,0.0,0.0,0.0
3038,hey arnold the movie,0.0,0.0,0.0,0.0
3039,my week with marilyn,1.0,3.0,0.0,2.0
3040,the matador,0.0,1.0,0.0,0.0
3041,love jones,0.0,0.0,0.0,0.0
3042,the gift,0.0,0.0,0.0,0.0
3043,end of the spear,0.0,0.0,0.0,0.0
3044,get over it,0.0,0.0,0.0,0.0
3045,office space,0.0,0.0,0.0,0.0
3046,drop dead gorgeous,0.0,0.0,0.0,0.0
3047,big eyes,1.0,3.0,0.0,0.0
3048,very bad things,0.0,0.0,0.0,0.0
3049,sleepover,0.0,0.0,0.0,0.0
3050,body double,0.0,1.0,0.0,0.0
3051,macgruber,0.0,0.0,0.0,0.0
3052,dirty pretty things,0.0,0.0,0.0,0.0
3053,movie 43,0.0,0.0,0.0,0.0
3054,over her dead body,0.0,0.0,0.0,0.0
3055,seeking a friend for the end of the world,0.0,0.0,0.0,0.0
3056,cedar rapids,0.0,0.0,0.0,0.0
3057,american history x,0.0,0.0,0.0,1.0
3058,the collection,0.0,0.0,0.0,0.0
3059,teachers pet,0.0,0.0,0.0,0.0
3060,the red violin,0.0,0.0,0.0,0.0
3061,the straight story,0.0,2.0,0.0,1.0
3062,deuces wild,0.0,0.0,0.0,0.0
3063,bad words,0.0,0.0,0.0,0.0
3064,run fatboy run,0.0,0.0,0.0,0.0
3065,heartbeeps,0.0,0.0,0.0,1.0
3066,black or white,0.0,0.0,0.0,0.0
3067,on the line,0.0,0.0,0.0,0.0
3068,rescue dawn,0.0,0.0,0.0,0.0
3069,danny collins,0.0,1.0,0.0,0.0
3070,jeff who lives at home,0.0,0.0,0.0,0.0
3071,i am love,0.0,0.0,0.0,0.0
3072,atlas shrugged part ii,0.0,0.0,0.0,0.0
3073,romeo is bleeding,0.0,0.0,0.0,0.0
3074,the limey,0.0,0.0,0.0,0.0
3075,crash,0.0,0.0,0.0,0.0
3076,the house of mirth,0.0,0.0,0.0,0.0
3077,malone,0.0,0.0,0.0,0.0
3078,peaceful warrior,0.0,0.0,0.0,0.0
3079,bucky larson born to be a star,0.0,0.0,0.0,0.0
3080,bamboozled,0.0,0.0,0.0,0.0
3081,the forest,0.0,0.0,0.0,0.0
3082,sphinx,0.0,0.0,0.0,0.0
3083,while were young,0.0,0.0,0.0,0.0
3084,a better life,0.0,0.0,0.0,0.0
3085,spider,0.0,0.0,0.0,0.0
3086,gun shy,0.0,0.0,0.0,0.0
3087,nicholas nickleby,0.0,1.0,0.0,0.0
3088,the iceman,0.0,0.0,0.0,0.0
3089,krrish,0.0,0.0,0.0,0.0
3090,cecil b demented,0.0,0.0,0.0,0.0
3091,killer joe,0.0,0.0,0.0,0.0
3092,the joneses,0.0,0.0,0.0,0.0
3093,owning mahowny,0.0,0.0,0.0,0.0
3094,the brothers solomon,0.0,0.0,0.0,0.0
3095,my blueberry nights,0.0,0.0,0.0,0.0
3096,illuminata,0.0,0.0,0.0,0.0
3097,swept away,0.0,0.0,0.0,0.0
3098,war inc,0.0,0.0,0.0,0.0
3099,shaolin soccer,0.0,0.0,0.0,0.0
3100,the brown bunny,0.0,0.0,0.0,0.0
3101,the swindle,0.0,0.0,0.0,0.0
3102,rosewater,0.0,0.0,0.0,0.0
3103,the chambermaid on the titanic,0.0,0.0,0.0,0.0
3104,coriolanus,0.0,0.0,0.0,0.0
3105,imaginary heroes,0.0,0.0,0.0,0.0
3106,high heels and low lifes,0.0,0.0,0.0,0.0
3107,worlds greatest dad,0.0,0.0,0.0,0.0
3108,severance,0.0,0.0,0.0,0.0
3109,edmond,0.0,0.0,0.0,0.0
3110,welcome to the rileys,0.0,0.0,0.0,0.0
3111,police academy mission to moscow,0.0,0.0,0.0,0.0
3112,blood done sign my name,0.0,0.0,0.0,0.0
3113,cinco de mayo la batalla,0.0,0.0,0.0,0.0
3114,elsa  fred,0.0,0.0,0.0,0.0
3115,an alan smithee film burn hollywood burn,0.0,0.0,0.0,0.0
3116,the open road,0.0,0.0,0.0,0.0
3117,the good guy,0.0,0.0,0.0,0.0
3118,motherhood,0.0,0.0,0.0,0.0
3119,free style,0.0,0.0,0.0,0.0
3120,strangerland,0.0,0.0,0.0,0.0
3121,janky promoters,0.0,0.0,0.0,0.0
3122,blonde ambition,0.0,0.0,0.0,0.0
3123,the oxford murders,0.0,0.0,0.0,0.0
3124,the reef,0.0,0.0,0.0,0.0
3125,eulogy,0.0,0.0,0.0,0.0
3126,white noise 2 the light,0.0,0.0,0.0,0.0
3127,beat the world,0.0,0.0,0.0,0.0
3128,fifty dead men walking,0.0,0.0,0.0,0.0
3129,jungle shuffle,0.0,0.0,0.0,0.0
3130,adam resurrected,0.0,0.0,0.0,0.0
3131,of horses and men,0.0,0.0,0.0,0.0
3132,its a wonderful afterlife,0.0,0.0,0.0,0.0
3133,the devils tomb,0.0,0.0,0.0,0.0
3134,partition,0.0,0.0,0.0,0.0
3135,good intentions,0.0,0.0,0.0,0.0
3136,the good the bad the weird,0.0,0.0,0.0,0.0
3137,nurse 3d,0.0,0.0,0.0,0.0
3138,gunless,0.0,0.0,0.0,0.0
3139,adventureland,0.0,0.0,0.0,0.0
3140,the lost city,0.0,0.0,0.0,0.0
3141,next friday,0.0,0.0,0.0,0.0
3142,american heist,0.0,0.0,0.0,0.0
3143,you only live twice,0.0,0.0,0.0,0.0
3144,plastic,0.0,0.0,0.0,0.0
3145,amour,1.0,1.0,1.0,5.0
3146,poltergeist iii,0.0,0.0,0.0,0.0
3147,rekill,0.0,0.0,0.0,0.0
3148,its a mad mad mad mad world,0.0,2.0,1.0,6.0
3149,volver,0.0,2.0,0.0,1.0
3150,heavy metal,0.0,0.0,0.0,0.0
3151,gentlemen broncos,0.0,0.0,0.0,0.0
3152,richard iii,0.0,1.0,0.0,2.0
3153,into the grizzly maze,0.0,0.0,0.0,0.0
3154,kites,0.0,0.0,0.0,0.0
3155,melancholia,0.0,0.0,0.0,0.0
3156,red dog,0.0,0.0,0.0,0.0
3157,jab tak hai jaan,0.0,0.0,0.0,0.0
3158,alien,0.0,1.0,1.0,2.0
3159,the texas chain saw massacre,0.0,0.0,0.0,0.0
3160,the runaways,0.0,0.0,0.0,0.0
3161,fiddler on the roof,2.0,4.0,3.0,8.0
3162,thunderball,0.0,0.0,1.0,1.0
3163,detention,0.0,0.0,0.0,0.0
3164,loose cannons,0.0,0.0,0.0,0.0
3165,set it off,0.0,0.0,0.0,0.0
3166,the best man,0.0,0.0,0.0,0.0
3167,childs play,0.0,0.0,0.0,0.0
3168,sicko,0.0,0.0,0.0,1.0
3169,the purge anarchy,0.0,0.0,0.0,0.0
3170,down to you,0.0,0.0,0.0,0.0
3171,harold  kumar go to white castle,0.0,0.0,0.0,0.0
3172,the contender,0.0,2.0,0.0,2.0
3173,boiler room,0.0,0.0,0.0,0.0
3174,trading places,0.0,2.0,0.0,1.0
3175,black christmas,0.0,0.0,0.0,0.0
3176,breakin all the rules,0.0,0.0,0.0,0.0
3177,henry v,0.0,0.0,1.0,3.0
3178,the savages,0.0,1.0,0.0,2.0
3179,chasing papi,0.0,0.0,0.0,0.0
3180,the way of the gun,0.0,0.0,0.0,0.0
3181,igby goes down,0.0,2.0,0.0,0.0
3182,pcu,0.0,0.0,0.0,0.0
3183,the ultimate gift,0.0,0.0,0.0,0.0
3184,the ice pirates,0.0,0.0,0.0,0.0
3185,gracie,0.0,0.0,0.0,0.0
3186,trust the man,0.0,0.0,0.0,0.0
3187,hamlet 2,0.0,0.0,0.0,0.0
3188,velvet goldmine,0.0,0.0,0.0,1.0
3189,the wailing,0.0,0.0,0.0,0.0
3190,glee the concert movie,0.0,0.0,0.0,0.0
3191,the legend of suriyothai,0.0,0.0,0.0,0.0
3192,two evil eyes,0.0,0.0,0.0,0.0
3193,barbecue,0.0,0.0,0.0,0.0
3194,all or nothing,0.0,0.0,0.0,0.0
3195,princess kaiulani,0.0,0.0,0.0,0.0
3196,opal dream,0.0,0.0,0.0,0.0
3197,flame  citron,0.0,0.0,0.0,0.0
3198,undiscovered,0.0,0.0,0.0,0.0
3199,red riding in the year of our lord 1974,0.0,0.0,0.0,0.0
3200,the girl on the train,0.0,0.0,0.0,0.0
3201,veronika decides to die,0.0,0.0,0.0,0.0
3202,crocodile dundee,1.0,3.0,0.0,1.0
3203,ultramarines a warhammer 40000 movie,0.0,0.0,0.0,0.0
3204,the i inside,0.0,0.0,0.0,0.0
3205,beneath hill 60,0.0,0.0,0.0,0.0
3206,polisse,0.0,0.0,0.0,0.0
3207,awake,0.0,0.0,0.0,0.0
3208,star wars clone wars volume 1,0.0,0.0,0.0,0.0
3209,skin trade,0.0,0.0,0.0,0.0
3210,the lost boys,0.0,0.0,0.0,0.0
3211,crazy heart,2.0,2.0,2.0,3.0
3212,the rose,3.0,5.0,0.0,4.0
3213,baggage claim,0.0,0.0,0.0,0.0
3214,barbarella,0.0,0.0,0.0,0.0
3215,shipwrecked,0.0,0.0,0.0,0.0
3216,election,0.0,1.0,0.0,1.0
3217,the namesake,0.0,0.0,0.0,0.0
3218,the duff,0.0,0.0,0.0,0.0
3219,glitter,0.0,0.0,0.0,0.0
3220,the haunting in connecticut 2 ghosts of georgia,0.0,0.0,0.0,0.0
3221,silmido,0.0,0.0,0.0,0.0
3222,bright star,0.0,0.0,0.0,1.0
3223,my name is khan,0.0,0.0,0.0,0.0
3224,all is lost,1.0,2.0,0.0,1.0
3225,limbo,0.0,0.0,0.0,0.0
3226,namastey london,0.0,0.0,0.0,0.0
3227,the wind that shakes the barley,0.0,0.0,0.0,0.0
3228,yeh jawaani hai deewani,0.0,0.0,0.0,0.0
3229,quo vadis,2.0,3.0,0.0,8.0
3230,repo the genetic opera,0.0,0.0,0.0,0.0
3231,valley of the wolves iraq,0.0,0.0,0.0,0.0
3232,pulp fiction,1.0,6.0,1.0,7.0
3233,the muppet movie,0.0,1.0,0.0,2.0
3234,nightcrawler,0.0,1.0,0.0,1.0
3235,club dread,0.0,0.0,0.0,0.0
3236,the sound of music,2.0,4.0,5.0,10.0
3237,splash,0.0,1.0,0.0,1.0
3238,little miss sunshine,0.0,2.0,2.0,4.0
3239,stand by me,0.0,2.0,0.0,1.0
3240,28 days later,0.0,0.0,0.0,0.0
3241,you got served,0.0,0.0,0.0,0.0
3242,escape from alcatraz,0.0,0.0,0.0,0.0
3243,brown sugar,0.0,0.0,0.0,0.0
3244,a thin line between love and hate,0.0,0.0,0.0,0.0
3245,5050,0.0,2.0,0.0,0.0
3246,shutter,0.0,0.0,0.0,0.0
3247,that awkward moment,0.0,0.0,0.0,0.0
3248,modern problems,0.0,0.0,0.0,0.0
3249,kicks,0.0,0.0,0.0,0.0
3250,much ado about nothing,0.0,1.0,0.0,0.0
3251,on her majestys secret service,0.0,1.0,0.0,0.0
3252,new nightmare,0.0,0.0,0.0,0.0
3253,drive me crazy,0.0,0.0,0.0,0.0
3254,akeelah and the bee,0.0,0.0,0.0,0.0
3255,half baked,0.0,0.0,0.0,0.0
3256,new in town,0.0,0.0,0.0,0.0
3257,american psycho,0.0,0.0,0.0,0.0
3258,the good girl,0.0,0.0,0.0,0.0
3259,bon cop bad cop,0.0,0.0,0.0,0.0
3260,the boondock saints ii all saints day,0.0,0.0,0.0,0.0
3261,the city of your final destination,0.0,0.0,0.0,0.0
3262,enough said,0.0,1.0,0.0,0.0
3263,easy a,0.0,0.0,0.0,0.0
3264,the inkwell,0.0,0.0,0.0,0.0
3265,shadow of the vampire,0.0,1.0,0.0,2.0
3266,prom,0.0,0.0,0.0,0.0
3267,the pallbearer,0.0,0.0,0.0,0.0
3268,held up,0.0,0.0,0.0,0.0
3269,woman on top,0.0,0.0,0.0,0.0
3270,howards end,1.0,4.0,3.0,9.0
3271,anomalisa,0.0,1.0,0.0,1.0
3272,another year,0.0,0.0,0.0,1.0
3273,8 women,0.0,0.0,0.0,0.0
3274,showdown in little tokyo,0.0,0.0,0.0,0.0
3275,clay pigeons,0.0,0.0,0.0,0.0
3276,its kind of a funny story,0.0,0.0,0.0,0.0
3277,made in dagenham,0.0,0.0,0.0,0.0
3278,when did you last see your father,0.0,0.0,0.0,0.0
3279,prefontaine,0.0,0.0,0.0,0.0
3280,the wicked lady,0.0,0.0,0.0,0.0
3281,the secret of kells,0.0,0.0,0.0,1.0
3282,begin again,0.0,0.0,0.0,0.0
3283,down in the valley,0.0,0.0,0.0,0.0
3284,brooklyn rules,0.0,0.0,0.0,0.0
3285,restless,0.0,0.0,0.0,0.0
3286,the singing detective,0.0,0.0,0.0,0.0
3287,the land girls,0.0,0.0,0.0,0.0
3288,fido,0.0,0.0,0.0,0.0
3289,the wendell baker story,0.0,0.0,0.0,0.0
3290,wild target,0.0,0.0,0.0,0.0
3291,pathology,0.0,0.0,0.0,0.0
3292,wuthering heights,0.0,0.0,0.0,0.0
3293,10th  wolf,0.0,0.0,0.0,0.0
3294,dear wendy,0.0,0.0,0.0,0.0
3295,aloft,0.0,0.0,0.0,0.0
3296,akira,0.0,0.0,0.0,0.0
3297,the death and life of bobby z,0.0,0.0,0.0,0.0
3298,the rocket the legend of rocket richard,0.0,0.0,0.0,0.0
3299,swelter,0.0,0.0,0.0,0.0
3300,my lucky star,0.0,0.0,0.0,0.0
3301,imagine me  you,0.0,0.0,0.0,0.0
3302,mr church,0.0,0.0,0.0,0.0
3303,swimming pool,0.0,0.0,0.0,0.0
3304,green street hooligans underground,0.0,0.0,0.0,0.0
3305,the blood of heroes,0.0,0.0,0.0,0.0
3306,code of honor,0.0,0.0,0.0,0.0
3307,driving miss daisy,3.0,3.0,4.0,9.0
3308,soul food,0.0,0.0,0.0,0.0
3309,rumble in the bronx,0.0,0.0,0.0,0.0
3310,far from men,0.0,0.0,0.0,0.0
3311,thank you for smoking,0.0,0.0,0.0,0.0
3312,hostel part ii,0.0,0.0,0.0,0.0
3313,an education,0.0,1.0,0.0,3.0
3314,shopgirl,0.0,0.0,0.0,0.0
3315,the hotel new hampshire,0.0,0.0,0.0,0.0
3316,narc,0.0,0.0,0.0,0.0
3317,men with brooms,0.0,0.0,0.0,0.0
3318,witless protection,0.0,0.0,0.0,0.0
3319,the work and the glory,0.0,0.0,0.0,0.0
3320,extract,0.0,0.0,0.0,0.0
3321,masked and anonymous,0.0,0.0,0.0,0.0
3322,betty fisher and other stories,0.0,0.0,0.0,0.0
3323,code 46,0.0,0.0,0.0,0.0
3324,outside bet,0.0,0.0,0.0,0.0
3325,albert nobbs,0.0,3.0,0.0,3.0
3326,black november,0.0,0.0,0.0,0.0
