,title,GoldenGlobes,Nominations_GoldenGlobes,Oscars,Nominations_Oscars
1678,united passions,0.0,0.0,0.0,0.0
1679,grace of monaco,0.0,0.0,0.0,0.0
1680,savva heart of the warrior,0.0,0.0,0.0,0.0
1681,ripleys game,0.0,0.0,0.0,0.0
1682,sausage party,0.0,0.0,0.0,0.0
1683,pitch perfect 2,0.0,0.0,0.0,0.0
1684,walk the line,3.0,3.0,1.0,5.0
1685,keeping the faith,0.0,0.0,0.0,0.0
1686,the borrowers,0.0,0.0,0.0,0.0
1687,frostnixon,0.0,5.0,0.0,5.0
1688,confessions of a dangerous mind,0.0,0.0,0.0,0.0
1689,serving sara,0.0,0.0,0.0,0.0
1690,the boss,0.0,0.0,0.0,0.0
1691,cry freedom,0.0,4.0,0.0,3.0
1692,mumford,0.0,0.0,0.0,0.0
1693,seed of chucky,0.0,0.0,0.0,0.0
1694,the jacket,0.0,0.0,0.0,0.0
1695,aladdin,3.0,6.0,2.0,5.0
1696,straight outta compton,0.0,0.0,0.0,1.0
1697,indiana jones and the temple of doom,0.0,0.0,1.0,2.0
1698,the rugrats movie,0.0,0.0,0.0,0.0
1699,along came a spider,0.0,0.0,0.0,0.0
1700,florence foster jenkins,0.0,4.0,0.0,2.0
1701,once upon a time in mexico,0.0,0.0,0.0,0.0
1702,die hard,0.0,0.0,0.0,4.0
1703,role models,0.0,0.0,0.0,0.0
1704,the big short,0.0,4.0,1.0,5.0
1705,taking woodstock,0.0,0.0,0.0,0.0
1706,miracle,0.0,0.0,0.0,0.0
1707,dawn of the dead,0.0,0.0,0.0,0.0
1708,the wedding planner,0.0,0.0,0.0,0.0
1709,space pirate captain harlock,0.0,0.0,0.0,0.0
1710,the royal tenenbaums,1.0,1.0,0.0,1.0
1711,identity,0.0,0.0,0.0,0.0
1712,last vegas,0.0,0.0,0.0,0.0
1713,for your eyes only,0.0,1.0,0.0,1.0
1714,serendipity,0.0,0.0,0.0,0.0
1715,timecop,0.0,0.0,0.0,0.0
1716,zoolander,0.0,0.0,0.0,0.0
1717,safe haven,0.0,0.0,0.0,0.0
1718,hocus pocus,0.0,0.0,0.0,0.0
1719,no reservations,0.0,0.0,0.0,0.0
1720,kickass,0.0,0.0,0.0,0.0
1721,30 minutes or less,0.0,0.0,0.0,0.0
1722,dracula 2000,0.0,0.0,0.0,0.0
1723,alexander and the terrible horrible no good very bad day,0.0,0.0,0.0,0.0
1724,pride  prejudice,0.0,2.0,0.0,4.0
1725,blade runner,0.0,1.0,0.0,2.0
1726,rob roy,0.0,1.0,0.0,1.0
1727,3 days to kill,0.0,0.0,0.0,0.0
1728,we own the night,0.0,0.0,0.0,0.0
1729,lost souls,0.0,0.0,0.0,0.0
1730,winged migration,0.0,0.0,0.0,0.0
1731,just my luck,0.0,0.0,0.0,0.0
1732,mystery alaska,0.0,0.0,0.0,0.0
1733,the spy next door,0.0,0.0,0.0,0.0
1734,a simple wish,0.0,0.0,0.0,0.0
1735,ghosts of mars,0.0,0.0,0.0,0.0
1736,our brand is crisis,0.0,0.0,0.0,0.0
1737,pride and prejudice and zombies,0.0,0.0,0.0,0.0
1738,kundun,0.0,1.0,0.0,4.0
1739,how to lose friends  alienate people,0.0,0.0,0.0,0.0
1740,kickass 2,0.0,0.0,0.0,0.0
1741,alatriste,0.0,0.0,0.0,0.0
1742,brick mansions,0.0,0.0,0.0,0.0
1743,octopussy,0.0,0.0,0.0,0.0
1744,knocked up,0.0,0.0,0.0,0.0
1745,my sisters keeper,0.0,0.0,0.0,0.0
1746,welcome home roscoe jenkins,0.0,0.0,0.0,0.0
1747,a passage to india,3.0,5.0,2.0,11.0
1748,notes on a scandal,0.0,3.0,0.0,4.0
1749,rendition,0.0,0.0,0.0,0.0
1750,star trek vi the undiscovered country,0.0,0.0,0.0,2.0
1751,divine secrets of the yaya sisterhood,0.0,0.0,0.0,0.0
1752,kiss the girls,0.0,0.0,0.0,0.0
1753,the blues brothers,0.0,0.0,0.0,0.0
1754,the sisterhood of the traveling pants 2,0.0,0.0,0.0,0.0
1755,joyful noise,0.0,0.0,0.0,0.0
1756,about a boy,0.0,2.0,0.0,1.0
1757,lake placid,0.0,0.0,0.0,0.0
1758,lucky number slevin,0.0,0.0,0.0,0.0
1759,the right stuff,0.0,1.0,4.0,8.0
1760,anonymous,0.0,0.0,0.0,1.0
1761,the neverending story,0.0,0.0,0.0,0.0
1762,dark city,0.0,0.0,0.0,0.0
1763,the duchess,0.0,1.0,1.0,2.0
1764,return to oz,0.0,0.0,0.0,1.0
1765,the newton boys,0.0,0.0,0.0,0.0
1766,case 39,0.0,0.0,0.0,0.0
1767,suspect zero,0.0,0.0,0.0,0.0
1768,martian child,0.0,0.0,0.0,0.0
1769,spy kids all the time in the world,0.0,0.0,0.0,0.0
1770,money monster,0.0,0.0,0.0,0.0
1771,the 51st state,0.0,0.0,0.0,0.0
1772,flawless,0.0,0.0,0.0,0.0
1773,mindhunters,0.0,0.0,0.0,0.0
1774,what just happened,0.0,0.0,0.0,0.0
1775,the statement,0.0,0.0,0.0,0.0
1776,the magic flute,0.0,0.0,0.0,0.0
1777,paul blart mall cop,0.0,0.0,0.0,0.0
1778,freaky friday,0.0,1.0,0.0,0.0
1779,the 40 year old virgin,0.0,0.0,0.0,0.0
1780,shakespeare in love,3.0,6.0,7.0,13.0
1781,a walk among the tombstones,0.0,0.0,0.0,0.0
1782,kindergarten cop,0.0,0.0,0.0,0.0
1783,pineapple express,0.0,1.0,0.0,0.0
1784,ever after a cinderella story,0.0,0.0,0.0,0.0
1785,open range,0.0,0.0,0.0,0.0
1786,flatliners,0.0,0.0,0.0,1.0
1787,a bridge too far,0.0,0.0,0.0,0.0
1788,red eye,0.0,0.0,0.0,0.0
1789,final destination 2,0.0,0.0,0.0,0.0
1790,o brother where art thou,1.0,2.0,0.0,2.0
1791,legion,0.0,0.0,0.0,0.0
1792,pain  gain,0.0,0.0,0.0,0.0
1793,in good company,0.0,0.0,0.0,0.0
1794,clockstoppers,0.0,0.0,0.0,0.0
1795,silverado,0.0,0.0,0.0,2.0
1796,brothers,0.0,2.0,0.0,0.0
1797,agent cody banks 2 destination london,0.0,0.0,0.0,0.0
1798,new years eve,0.0,0.0,0.0,0.0
1799,original sin,0.0,0.0,0.0,0.0
1800,the raven,0.0,0.0,0.0,0.0
1801,welcome to mooseport,0.0,0.0,0.0,0.0
1802,highlander the final dimension,0.0,0.0,0.0,0.0
1803,blood and wine,0.0,0.0,0.0,0.0
1804,snow white a tale of terror,0.0,0.0,0.0,0.0
1805,the curse of the jade scorpion,0.0,0.0,0.0,0.0
1806,accidental love,0.0,0.0,0.0,0.0
1807,flipper,0.0,0.0,0.0,0.0
1808,selfless,0.0,0.0,0.0,0.0
1809,the constant gardener,1.0,3.0,1.0,4.0
1810,the passion of the christ,0.0,0.0,0.0,3.0
1811,mrs doubtfire,2.0,2.0,1.0,1.0
1812,rain man,2.0,4.0,4.0,8.0
1813,gran torino,0.0,1.0,0.0,0.0
1814,w,0.0,0.0,0.0,0.0
1815,taken,0.0,0.0,0.0,0.0
1816,the best of me,0.0,0.0,0.0,0.0
1817,the bodyguard,0.0,0.0,0.0,2.0
1818,schindlers list,3.0,6.0,7.0,12.0
1819,the help,1.0,5.0,1.0,4.0
1820,the fifth estate,0.0,0.0,0.0,0.0
1821,scoobydoo 2 monsters unleashed,0.0,0.0,0.0,0.0
1822,forbidden kingdom,0.0,0.0,0.0,0.0
1823,freddy vs jason,0.0,0.0,0.0,0.0
1824,the face of an angel,0.0,0.0,0.0,0.0
1825,jimmy neutron boy genius,0.0,0.0,0.0,1.0
1826,cloverfield,0.0,0.0,0.0,0.0
1827,teenage mutant ninja turtles ii the secret of the ooze,0.0,0.0,0.0,0.0
1828,the untouchables,1.0,2.0,1.0,4.0
1829,no country for old men,2.0,4.0,4.0,8.0
1830,ride along,0.0,0.0,0.0,0.0
1831,bridget joness diary,0.0,2.0,0.0,1.0
1832,chocolat,0.0,4.0,0.0,5.0
1833,legally blonde 2 red white  blonde,0.0,0.0,0.0,0.0
1834,parental guidance,0.0,0.0,0.0,0.0
1835,no strings attached,0.0,0.0,0.0,0.0
1836,tombstone,0.0,0.0,0.0,0.0
1837,romeo must die,0.0,0.0,0.0,0.0
1838,the omen,0.0,1.0,1.0,2.0
1839,final destination 3,0.0,0.0,0.0,0.0
1840,the lucky one,0.0,0.0,0.0,0.0
1841,bridge to terabithia,0.0,0.0,0.0,0.0
1842,finding neverland,0.0,5.0,1.0,7.0
1843,a madea christmas,0.0,0.0,0.0,0.0
1844,the grey,0.0,0.0,0.0,0.0
1845,hide and seek,0.0,0.0,0.0,0.0
1846,anchorman the legend of ron burgundy,0.0,0.0,0.0,0.0
1847,goodfellas,0.0,5.0,0.0,0.0
1848,agent cody banks,0.0,0.0,0.0,0.0
1849,nanny mcphee,0.0,0.0,0.0,0.0
1850,scarface,0.0,3.0,0.0,0.0
1851,nothing to lose,0.0,0.0,0.0,0.0
1852,the last emperor,4.0,5.0,9.0,9.0
1853,contraband,0.0,0.0,0.0,0.0
1854,money talks,0.0,0.0,0.0,0.0
1855,there will be blood,1.0,2.0,2.0,8.0
1856,the wild thornberrys movie,0.0,1.0,0.0,1.0
1857,rugrats go wild,0.0,0.0,0.0,0.0
1858,undercover brother,0.0,0.0,0.0,0.0
1859,the sisterhood of the traveling pants,0.0,0.0,0.0,0.0
1860,kiss of the dragon,0.0,0.0,0.0,0.0
1861,the house bunny,0.0,0.0,0.0,0.0
1862,beauty shop,0.0,0.0,0.0,0.0
1863,million dollar arm,0.0,0.0,0.0,0.0
1864,the giver,0.0,0.0,0.0,0.0
1865,what a girl wants,0.0,0.0,0.0,0.0
1866,jeepers creepers 2,0.0,0.0,0.0,0.0
1867,good luck chuck,0.0,0.0,0.0,0.0
1868,cradle 2 the grave,0.0,0.0,0.0,0.0
1869,the hours,2.0,7.0,1.0,9.0
1870,shes the man,0.0,0.0,0.0,0.0
1871,mr beans holiday,0.0,0.0,0.0,0.0
1872,anacondas the hunt for the blood orchid,0.0,0.0,0.0,0.0
1873,blood ties,0.0,0.0,0.0,0.0
1874,august rush,0.0,0.0,0.0,1.0
1875,elizabeth,1.0,3.0,1.0,7.0
1876,bride of chucky,0.0,0.0,0.0,0.0
1877,tora tora tora,0.0,0.0,1.0,5.0
1878,spice world,0.0,0.0,0.0,0.0
1879,the sitter,0.0,0.0,0.0,0.0
1880,dance flick,0.0,0.0,0.0,0.0
1881,the shawshank redemption,0.0,2.0,0.0,7.0
1882,crocodile dundee in los angeles,0.0,0.0,0.0,0.0
1883,kingpin,0.0,0.0,0.0,0.0
1884,the gambler,0.0,0.0,0.0,0.0
1885,august osage county,0.0,2.0,0.0,2.0
1886,ice princess,0.0,0.0,0.0,0.0
1887,a lot like love,0.0,0.0,0.0,0.0
1888,eddie the eagle,0.0,0.0,0.0,0.0
1889,he got game,0.0,0.0,0.0,0.0
1890,don juan demarco,0.0,0.0,0.0,0.0
1891,dear john,0.0,0.0,0.0,0.0
1892,the losers,0.0,0.0,0.0,0.0
1893,dont be afraid of the dark,0.0,0.0,0.0,0.0
1894,war,0.0,0.0,0.0,0.0
1895,punchdrunk love,0.0,1.0,0.0,0.0
1896,eurotrip,0.0,0.0,0.0,0.0
1897,half past dead,0.0,0.0,0.0,0.0
1898,unaccompanied minors,0.0,0.0,0.0,0.0
1899,bright lights big city,0.0,0.0,0.0,0.0
1900,the adventures of pinocchio,0.0,0.0,0.0,0.0
1901,the greatest game ever played,0.0,0.0,0.0,0.0
1902,the box,0.0,0.0,0.0,0.0
1903,the ruins,0.0,0.0,0.0,0.0
1904,the next best thing,0.0,0.0,0.0,0.0
1905,my soul to take,0.0,0.0,0.0,0.0
1906,the girl next door,0.0,0.0,0.0,0.0
1907,maximum risk,0.0,0.0,0.0,0.0
1908,stealing harvard,0.0,0.0,0.0,0.0
1909,legend,0.0,0.0,0.0,0.0
1910,hot rod,0.0,0.0,0.0,0.0
1911,shark night,0.0,0.0,0.0,0.0
1912,angelas ashes,0.0,1.0,0.0,1.0
1913,draft day,0.0,0.0,0.0,0.0
1914,lifeforce,0.0,0.0,0.0,0.0
1915,the conspirator,0.0,0.0,0.0,0.0
1916,lords of dogtown,0.0,0.0,0.0,0.0
1917,the 33,0.0,0.0,0.0,0.0
1918,big trouble in little china,0.0,0.0,0.0,0.0
1919,fly me to the moon,0.0,0.0,0.0,0.0
1920,warrior,0.0,0.0,0.0,1.0
1921,michael collins,0.0,2.0,0.0,2.0
1922,gettysburg,0.0,0.0,0.0,0.0
1923,stoploss,0.0,0.0,0.0,0.0
1924,abandon,0.0,0.0,0.0,0.0
1925,brokedown palace,0.0,0.0,0.0,0.0
1926,the possession,0.0,0.0,0.0,0.0
1927,mrs winterbourne,0.0,0.0,0.0,0.0
1928,straw dogs,0.0,0.0,0.0,0.0
1929,the hoax,0.0,0.0,0.0,0.0
1930,stone cold,0.0,0.0,0.0,0.0
1931,the road,0.0,0.0,0.0,0.0
1932,sheena,0.0,0.0,0.0,0.0
1933,underclassman,0.0,0.0,0.0,0.0
1934,say it isnt so,0.0,0.0,0.0,0.0
1935,the worlds fastest indian,0.0,0.0,0.0,0.0
1936,tank girl,0.0,0.0,0.0,0.0
1937,kings ransom,0.0,0.0,0.0,0.0
1938,blindness,0.0,0.0,0.0,0.0
1939,bloodrayne,0.0,0.0,0.0,0.0
1940,carnage,0.0,2.0,0.0,0.0
1941,where the truth lies,0.0,0.0,0.0,0.0
1942,cirque du soleil worlds away,0.0,0.0,0.0,0.0
1943,without limits,0.0,1.0,0.0,0.0
1944,me and orson welles,0.0,0.0,0.0,0.0
1945,the best offer,0.0,0.0,0.0,0.0
1946,the bad lieutenant port of call  new orleans,0.0,0.0,0.0,0.0
1947,a turtles tale sammys adventures,0.0,0.0,0.0,0.0
1948,little white lies,0.0,0.0,0.0,0.0
1949,love ranch,0.0,0.0,0.0,0.0
1950,the true story of puss n boots,0.0,0.0,0.0,0.0
1951,space dogs,0.0,0.0,0.0,0.0
1952,the counselor,0.0,0.0,0.0,0.0
1953,ironclad,0.0,0.0,0.0,0.0
1954,waterloo,0.0,0.0,0.0,0.0
1955,kung fu jungle,0.0,0.0,0.0,0.0
1956,red sky,0.0,0.0,0.0,0.0
1957,dangerous liaisons,0.0,0.0,3.0,7.0
1958,on the road,0.0,0.0,0.0,0.0
1959,star trek iv the voyage home,0.0,0.0,0.0,4.0
1960,rocky balboa,0.0,0.0,0.0,0.0
1961,scream 2,0.0,0.0,0.0,0.0
1962,jane got a gun,0.0,0.0,0.0,0.0
1963,think like a man too,0.0,0.0,0.0,0.0
1964,the whole nine yards,0.0,0.0,0.0,0.0
1965,footloose,0.0,1.0,0.0,2.0
1966,old school,0.0,0.0,0.0,0.0
1967,the fisher king,2.0,5.0,1.0,5.0
1968,i still know what you did last summer,0.0,0.0,0.0,0.0
1969,return to me,0.0,0.0,0.0,0.0
1970,zack and miri make a porno,0.0,0.0,0.0,0.0
1971,nurse betty,1.0,1.0,0.0,0.0
1972,the men who stare at goats,0.0,0.0,0.0,0.0
1973,double take,0.0,0.0,0.0,0.0
1974,girl interrupted,1.0,1.0,1.0,1.0
1975,win a date with tad hamilton,0.0,0.0,0.0,0.0
1976,muppets from space,0.0,0.0,0.0,0.0
1977,the wiz,0.0,0.0,0.0,4.0
1978,ready to rumble,0.0,0.0,0.0,0.0
1979,play it to the bone,0.0,0.0,0.0,0.0
1980,i dont know how she does it,0.0,0.0,0.0,0.0
1981,piranha 3d,0.0,0.0,0.0,0.0
1982,beyond the sea,0.0,1.0,0.0,0.0
1983,meet the deedles,0.0,0.0,0.0,0.0
1984,the thief and the cobbler,0.0,0.0,0.0,0.0
1985,the bridge of san luis rey,0.0,0.0,0.0,0.0
1986,faster,0.0,0.0,0.0,0.0
1987,howls moving castle,0.0,0.0,0.0,0.0
1988,zombieland,0.0,0.0,0.0,0.0
1989,the waterboy,0.0,0.0,0.0,0.0
1990,the empire strikes back,0.0,0.0,1.0,3.0
1991,bad boys,0.0,0.0,0.0,0.0
1992,the naked gun 2½ the smell of fear,0.0,0.0,0.0,0.0
1993,final destination,0.0,0.0,0.0,0.0
1994,the ides of march,0.0,4.0,0.0,1.0
1995,pitch black,0.0,0.0,0.0,0.0
1996,someone like you,0.0,0.0,0.0,0.0
1997,her,1.0,3.0,1.0,5.0
1998,joy ride,0.0,0.0,0.0,0.0
1999,the adventurer the curse of the midas box,0.0,0.0,0.0,0.0
2000,anywhere but here,0.0,1.0,0.0,0.0
2001,the crew,0.0,0.0,0.0,0.0
2002,haywire,0.0,0.0,0.0,0.0
2003,jaws the revenge,0.0,0.0,0.0,0.0
2004,marvins room,0.0,1.0,0.0,1.0
2005,the longshots,0.0,0.0,0.0,0.0
2006,the end of the affair,0.0,4.0,0.0,2.0
2007,harley davidson and the marlboro man,0.0,0.0,0.0,0.0
2008,in the valley of elah,0.0,0.0,0.0,1.0
2009,coco before chanel,0.0,0.0,0.0,1.0
2010,forsaken,0.0,0.0,0.0,0.0
2011,cheri,0.0,0.0,0.0,0.0
2012,vanity fair,0.0,0.0,0.0,0.0
2013,bodyguards and assassins,0.0,0.0,0.0,0.0
2014,1408,0.0,0.0,0.0,0.0
2015,spaceballs,0.0,0.0,0.0,0.0
2016,the water diviner,0.0,0.0,0.0,0.0
2017,ghost,1.0,4.0,2.0,5.0
2018,theres something about mary,0.0,2.0,0.0,0.0
2019,the santa clause,0.0,0.0,0.0,0.0
2020,the rookie,0.0,0.0,0.0,0.0
2021,the game plan,0.0,0.0,0.0,0.0
2022,the bridges of madison county,0.0,2.0,0.0,1.0
2023,the animal,0.0,0.0,0.0,0.0
2024,gandhi,5.0,5.0,8.0,11.0
2025,the hundredfoot journey,0.0,1.0,0.0,0.0
2026,the net,0.0,0.0,0.0,0.0
2027,i am sam,0.0,0.0,0.0,1.0
2028,son of god,0.0,0.0,0.0,0.0
2029,underworld,0.0,0.0,0.0,0.0
2030,derailed,0.0,0.0,0.0,0.0
2031,the informant,0.0,2.0,0.0,0.0
2032,shadowlands,0.0,0.0,0.0,2.0
2033,deuce bigalow european gigolo,0.0,0.0,0.0,0.0
2034,delivery man,0.0,0.0,0.0,0.0
2035,our kind of traitor,0.0,0.0,0.0,0.0
2036,saving silverman,0.0,0.0,0.0,0.0
2037,diary of a wimpy kid dog days,0.0,0.0,0.0,0.0
2038,summer of sam,0.0,0.0,0.0,0.0
2039,jay and silent bob strike back,0.0,0.0,0.0,0.0
2040,the glass house,0.0,0.0,0.0,0.0
2041,hail caesar,0.0,0.0,0.0,1.0
2042,josie and the pussycats,0.0,0.0,0.0,0.0
2043,homefront,0.0,0.0,0.0,0.0
2044,the little vampire,0.0,0.0,0.0,0.0
2045,i heart huckabees,0.0,0.0,0.0,0.0
2046,robocop 3,0.0,0.0,0.0,0.0
2047,megiddo the omega code 2,0.0,0.0,0.0,0.0
2048,darling lili,1.0,3.0,0.0,3.0
2049,dudley doright,0.0,0.0,0.0,0.0
2050,the transporter refueled,0.0,0.0,0.0,0.0
2051,the libertine,0.0,0.0,0.0,0.0
2052,black book,0.0,0.0,0.0,0.0
2053,joyeux noël,0.0,0.0,0.0,0.0
2054,hit  run,0.0,0.0,0.0,0.0
2055,mad money,0.0,0.0,0.0,0.0
2056,before i go to sleep,0.0,0.0,0.0,0.0
2057,sorcerer,0.0,0.0,0.0,1.0
2058,stone,0.0,0.0,0.0,0.0
2059,moliere,0.0,0.0,0.0,0.0
2060,out of the furnace,0.0,0.0,0.0,0.0
2061,michael clayton,0.0,4.0,1.0,7.0
2062,my fellow americans,0.0,0.0,0.0,0.0
2063,arlington road,0.0,0.0,0.0,0.0
2064,underdogs,0.0,0.0,0.0,0.0
2065,to rome with love,0.0,0.0,0.0,0.0
2066,firefox,0.0,0.0,0.0,0.0
2067,south park bigger longer  uncut,0.0,0.0,0.0,1.0
2068,death at a funeral,0.0,0.0,0.0,0.0
2069,teenage mutant ninja turtles iii,0.0,0.0,0.0,0.0
2070,hardball,0.0,0.0,0.0,0.0
2071,silver linings playbook,1.0,4.0,1.0,8.0
2072,freedom writers,0.0,0.0,0.0,0.0
2073,for colored girls,0.0,0.0,0.0,0.0
2074,the transporter,0.0,0.0,0.0,0.0
2075,never back down,0.0,0.0,0.0,0.0
2076,the rage carrie 2,0.0,0.0,0.0,0.0
2077,away we go,0.0,0.0,0.0,0.0
2078,swing vote,0.0,0.0,0.0,0.0
2079,moonlight mile,0.0,0.0,0.0,0.0
2080,tinker tailor soldier spy,0.0,0.0,0.0,3.0
2081,molly,0.0,0.0,0.0,0.0
2082,the beaver,0.0,0.0,0.0,0.0
2083,the best little whorehouse in texas,0.0,2.0,0.0,1.0
2084,existenz,0.0,0.0,0.0,0.0
2085,raiders of the lost ark,0.0,1.0,4.0,8.0
2086,home alone 2 lost in new york,0.0,0.0,0.0,0.0
2087,close encounters of the third kind,0.0,4.0,1.0,8.0
2088,pulse,0.0,0.0,0.0,0.0
2089,beverly hills cop ii,0.0,1.0,0.0,1.0
2090,bringing down the house,0.0,0.0,0.0,0.0
2091,the silence of the lambs,1.0,5.0,5.0,7.0
2092,waynes world,0.0,0.0,0.0,0.0
2093,jackass 3d,0.0,0.0,0.0,0.0
2094,jaws 2,0.0,0.0,0.0,0.0
2095,beverly hills chihuahua,0.0,0.0,0.0,0.0
2096,the conjuring,0.0,0.0,0.0,0.0
2097,are we there yet,0.0,0.0,0.0,0.0
2098,tammy,0.0,0.0,0.0,0.0
2099,school of rock,0.0,0.0,0.0,0.0
2100,mortal kombat,0.0,0.0,0.0,0.0
2101,white chicks,0.0,0.0,0.0,0.0
2102,the descendants,2.0,5.0,1.0,5.0
2103,holes,0.0,0.0,0.0,0.0
2104,the last song,0.0,0.0,0.0,0.0
2105,12 years a slave,1.0,7.0,3.0,9.0
2106,drumline,0.0,0.0,0.0,0.0
2107,why did i get married too,0.0,0.0,0.0,0.0
2108,edward scissorhands,0.0,1.0,0.0,1.0
2109,me before you,0.0,0.0,0.0,0.0
2110,madeas witness protection,0.0,0.0,0.0,0.0
2111,the french connection,3.0,4.0,5.0,8.0
2112,bad moms,0.0,0.0,0.0,0.0
2113,date movie,0.0,0.0,0.0,0.0
2114,return to never land,0.0,0.0,0.0,0.0
2115,selma,1.0,4.0,1.0,2.0
2116,the jungle book 2,0.0,0.0,0.0,0.0
2117,boogeyman,0.0,0.0,0.0,0.0
2118,premonition,0.0,0.0,0.0,0.0
2119,the tigger movie,0.0,0.0,0.0,0.0
2120,orphan,0.0,0.0,0.0,0.0
2121,max,0.0,0.0,0.0,0.0
2122,epic movie,0.0,0.0,0.0,0.0
2123,spotlight,0.0,3.0,2.0,6.0
2124,lakeview terrace,0.0,0.0,0.0,0.0
2125,the grudge 2,0.0,0.0,0.0,0.0
2126,how stella got her groove back,0.0,0.0,0.0,0.0
2127,bill  teds bogus journey,0.0,0.0,0.0,0.0
2128,man of the year,0.0,0.0,0.0,0.0
2129,the black hole,0.0,0.0,0.0,2.0
2130,the american,0.0,0.0,0.0,0.0
2131,selena,0.0,1.0,0.0,0.0
2132,vampires suck,0.0,0.0,0.0,0.0
2133,babel,1.0,7.0,1.0,7.0
2134,this is where i leave you,0.0,0.0,0.0,0.0
2135,doubt,0.0,5.0,0.0,5.0
2136,team america world police,0.0,0.0,0.0,0.0
2137,texas chainsaw 3d,0.0,0.0,0.0,0.0
2138,copycat,0.0,0.0,0.0,0.0
2139,scary movie 5,0.0,0.0,0.0,0.0
2140,paint your wagon,0.0,2.0,0.0,1.0
2141,milk,0.0,1.0,2.0,8.0
2142,risen,0.0,0.0,0.0,0.0
2143,ghost ship,0.0,0.0,0.0,0.0
2144,a very harold  kumar christmas,0.0,0.0,0.0,0.0
2145,wild things,0.0,0.0,0.0,0.0
2146,the stepfather,0.0,0.0,0.0,0.0
2147,the debt,0.0,0.0,0.0,0.0
2148,high fidelity,0.0,1.0,0.0,0.0
2149,one missed call,0.0,0.0,0.0,0.0
2150,eye for an eye,0.0,0.0,0.0,0.0
2151,the bank job,0.0,0.0,0.0,0.0
2152,eternal sunshine of the spotless mind,0.0,4.0,1.0,2.0
2153,you again,0.0,0.0,0.0,0.0
2154,street kings,0.0,0.0,0.0,0.0
2155,the worlds end,0.0,0.0,0.0,0.0
2156,nancy drew,0.0,0.0,0.0,0.0
2157,daybreakers,0.0,0.0,0.0,0.0
2158,shes out of my league,0.0,0.0,0.0,0.0
2159,monte carlo,0.0,0.0,0.0,0.0
2160,stay alive,0.0,0.0,0.0,0.0
2161,quigley down under,0.0,0.0,0.0,0.0
2162,alpha and omega,0.0,0.0,0.0,0.0
2163,the covenant,0.0,0.0,0.0,0.0
2164,stick it,0.0,0.0,0.0,0.0
2165,shorts,0.0,0.0,0.0,0.0
2166,to die for,1.0,1.0,0.0,0.0
2167,nerve,0.0,0.0,0.0,0.0
2168,appaloosa,0.0,0.0,0.0,0.0
2169,vampires,0.0,0.0,0.0,0.0
2170,psycho,1.0,1.0,0.0,4.0
2171,my best friends girl,0.0,0.0,0.0,0.0
2172,endless love,0.0,0.0,0.0,0.0
2173,georgia rule,0.0,0.0,0.0,0.0
2174,under the rainbow,0.0,0.0,0.0,0.0
2175,ladyhawke,0.0,0.0,0.0,2.0
2176,simon birch,0.0,0.0,0.0,0.0
2177,reign over me,0.0,0.0,0.0,0.0
2178,into the wild,1.0,2.0,0.0,2.0
2179,school for scoundrels,0.0,0.0,0.0,0.0
2180,silent hill revelation 3d,0.0,0.0,0.0,0.0
2181,from dusk till dawn,0.0,0.0,0.0,0.0
2182,poohs heffalump movie,0.0,0.0,0.0,0.0
2183,home for the holidays,0.0,0.0,0.0,0.0
2184,kung fu hustle,0.0,0.0,0.0,0.0
2185,the country bears,0.0,0.0,0.0,0.0
2186,the kite runner,0.0,2.0,0.0,1.0
2187,21 grams,0.0,0.0,0.0,2.0
2188,paparazzi,0.0,0.0,0.0,0.0
2189,a guy thing,0.0,0.0,0.0,0.0
2190,loser,0.0,0.0,0.0,0.0
2191,capitalism a love story,0.0,0.0,0.0,0.0
2192,the greatest story ever told,0.0,0.0,0.0,5.0
2193,secret in their eyes,0.0,0.0,0.0,0.0
2194,disaster movie,0.0,0.0,0.0,0.0
2195,armored,0.0,0.0,0.0,0.0
2196,the man who knew too little,0.0,0.0,0.0,0.0
2197,whats your number,0.0,0.0,0.0,0.0
2198,lockout,0.0,0.0,0.0,0.0
2199,envy,0.0,0.0,0.0,0.0
2200,crank high voltage,0.0,0.0,0.0,0.0
2201,bullets over broadway,1.0,1.0,1.0,7.0
2202,one night with the king,0.0,0.0,0.0,0.0
2203,the quiet american,0.0,1.0,0.0,1.0
2204,the weather man,0.0,0.0,0.0,0.0
2205,undisputed,0.0,0.0,0.0,0.0
2206,ghost town,0.0,0.0,0.0,0.0
2207,12 rounds,0.0,0.0,0.0,0.0
2208,let me in,0.0,0.0,0.0,0.0
2209,3 ninjas kick back,0.0,0.0,0.0,0.0
2210,be kind rewind,0.0,0.0,0.0,0.0
2211,mrs henderson presents,0.0,3.0,0.0,2.0
2212,triple 9,0.0,0.0,0.0,0.0
2213,deconstructing harry,0.0,0.0,0.0,1.0
2214,three to tango,0.0,0.0,0.0,0.0
2215,burnt,0.0,0.0,0.0,0.0
2216,were no angels,0.0,0.0,0.0,0.0
2217,everyone says i love you,0.0,1.0,0.0,0.0
2218,death sentence,0.0,0.0,0.0,0.0
2219,everybodys fine,0.0,1.0,0.0,0.0
2220,superbabies baby geniuses 2,0.0,0.0,0.0,0.0
2221,the man,0.0,0.0,0.0,0.0
2222,code name the cleaner,0.0,0.0,0.0,0.0
2223,connie and carla,0.0,0.0,0.0,0.0
2224,sweet charity,0.0,1.0,0.0,3.0
